Gage,   Filename,  Threshold, WaterYear, WaterYearType,   +Oct, +Nov, +Dec, +Jan, +Feb, +Mar, +Apr, +May, +Jun, +Jul, +Aug, +Sep,     -Oct, -Nov, -Dec, -Jan, -Feb, -Mar, -Apr, -May, -Jun, -Jul, -Aug, -Sep
17,  ALP.gg18,       5.0,       2003,   Normal,     28,   30,   31,   31,   28,   31,   30,   31,   30,   31,   25,    3,        3,    0,    0,    0,    0,    0,    0,    0,    0,    0,    6,   27
17,  ALP.gg18,       5.0,       2004,   Below Normal,     10,   30,   31,   31,   29,   31,   30,   31,   30,   21,    0,    0,       21,    0,    0,    0,    0,    0,    0,    0,    0,   10,   31,   30
17,  ALP.gg18,       5.0,       2005,   Wet,     14,   30,   31,   31,   28,   31,   30,   31,   30,   31,   29,    9,       17,    0,    0,    0,    0,    0,    0,    0,    0,    0,    2,   21
17,  ALP.gg18,       5.0,       2006,   Wet,      9,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,    2,       22,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   28
17,  ALP.gg18,       5.0,       2007,   Dry,     22,   23,   31,   31,   28,   31,   30,   31,   30,    1,    0,    7,        9,    7,    0,    0,    0,    0,    0,    0,    0,   30,   31,   23
17,  ALP.gg18,       5.0,       2008,   Normal,     26,    6,   27,   31,   29,   31,   30,   31,   30,   11,    0,    0,        5,   24,    4,    0,    0,    0,    0,    0,    0,   20,   31,   30
17,  ALP.gg18,       5.0,       2009,   Normal,      0,   27,   31,   31,   28,   31,   30,   31,   30,   15,    0,    0,       31,    3,    0,    0,    0,    0,    0,    0,    0,   16,   31,   30
17,  ALP.gg18,       5.0,       2010,   Above Normal,     18,   30,   31,   31,   28,   31,   30,   31,   30,   31,   19,    0,       13,    0,    0,    0,    0,    0,    0,    0,    0,    0,   12,   30
17,  ALP.gg18,       5.0,       2011,   Wet,      6,   30,   31,   31,   28,   31,   30,   31,   30,   31,   22,    0,       25,    0,    0,    0,    0,    0,    0,    0,    0,    0,    9,   30
17,  ALP.gg18,       5.0,       2012,   Dry,     26,   29,   31,   15,   29,   31,   30,   31,   30,   15,    0,    0,        5,    1,    0,   16,    0,    0,    0,    0,    0,   16,   31,   30
17,  ALP.gg18,       5.0,       2013,   Dry,      2,   22,   31,   31,   28,   31,   30,   31,    6,    0,    0,    0,       29,    8,    0,    0,    0,    0,    0,    0,   24,   31,   31,   30
17,  ALP.gg18,       5.0,       2014,   Critically Dry,      2,   10,   20,    0,   25,   31,   30,   31,    5,    0,    0,    0,       29,   20,   11,   31,    3,    0,    0,    0,   25,   31,   31,   30
17,  ALP.gg18,       5.0,       2015,   Dry,      0,   23,   31,   31,   28,   31,   30,   31,   19,    0,    0,    0,       31,    7,    0,    0,    0,    0,    0,    0,   11,   31,   31,   30
17,  ALP.gg18,       5.0,       2016,   ,      0,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,        1,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
 1,  BL.gg16,       5.0,       1992,   Normal,     22,    0,    0,    0,    0,    0,    0,    0,   18,   31,   31,   30,        8,   30,   31,   31,   29,   31,   30,   31,   12,    0,    0,    0
 1,  BL.gg16,       5.0,       1993,   Wet,     31,   30,    9,    0,    0,    0,    0,    0,    0,   21,   31,   30,        0,    0,   22,   31,   28,   31,   30,   31,   30,   10,    0,    0
 1,  BL.gg16,       5.0,       1994,   Dry,     31,   18,    0,    0,    0,    0,    0,    0,    0,   26,   31,   30,        0,   12,   31,   31,   28,   31,   30,   31,   30,    5,    0,    0
 1,  BL.gg16,       5.0,       1995,   Extremely Wet,     31,   15,    0,    0,    0,    0,    0,    0,    0,    0,   23,   30,        0,   15,   31,   31,   28,   31,   30,   31,   30,   31,    8,    0
 1,  BL.gg16,       5.0,       1996,   Wet,     31,   30,   16,    0,    0,    0,    0,    0,    0,   17,   31,   30,        0,    0,   15,   31,   29,   31,   30,   31,   30,   14,    0,    0
 1,  BL.gg16,       5.0,       1997,   Above Normal,     31,   12,    0,    0,    0,    0,    0,    1,   30,   31,   31,   30,        0,   18,   31,   31,   28,   31,   30,   30,    0,    0,    0,    0
 1,  BL.gg16,       5.0,       1998,   Extremely Wet,     31,   23,    0,    0,    0,    0,    0,    0,    0,    0,   29,   30,        0,    7,   31,   31,   28,   31,   30,   31,   30,   31,    2,    0
 1,  BL.gg16,       5.0,       1999,   Normal,     31,   23,    0,    0,    0,    0,    0,    0,    0,   26,   31,   30,        0,    7,   31,   31,   28,   31,   30,   31,   30,    5,    0,    0
 1,  BL.gg16,       5.0,       2000,   Above Normal,     31,   26,    0,    0,    0,    0,    0,    0,    0,   20,   31,   30,        0,    4,   31,   31,   29,   31,   30,   31,   30,   11,    0,    0
 1,  BL.gg16,       5.0,       2001,   Normal,     21,    0,    0,    0,    0,    0,    0,    0,    0,   30,   31,   30,       10,   30,   31,   31,   28,   31,   30,   31,   30,    1,    0,    0
 1,  BL.gg16,       5.0,       2002,   Below Normal,     31,   20,    0,    0,    0,    0,    0,    0,   10,   31,   16,    0,        0,   10,   31,   31,   28,   31,   30,   31,   20,    0,   15,   30
 1,  BL.gg16,       5.0,       2003,   Normal,      8,   10,    0,    0,    0,    0,    0,    0,    0,   14,   31,   14,       23,   20,   31,   31,   28,   31,   30,   31,   30,   17,    0,   16
 1,  BL.gg16,       5.0,       2004,   Below Normal,      0,   28,    0,    0,    0,    0,    0,    0,    9,   31,   10,    0,       31,    2,   31,   31,   29,   31,   30,   31,   21,    0,   21,   30
 1,  BL.gg16,       5.0,       2005,   Wet,      5,    0,    0,    0,    0,    0,    0,    0,    0,   12,   31,   28,       26,   30,   31,   31,   28,   31,   30,   31,   30,   19,    0,    2
 1,  BL.gg16,       5.0,       2006,   Wet,      0,   21,    4,    0,    0,    0,    0,    0,    0,    9,   31,   25,       31,    9,   27,   31,   28,   31,   30,   31,   30,   22,    0,    5
 1,  BL.gg16,       5.0,       2007,   Dry,      9,   17,    0,    0,    0,    0,    0,    0,   18,   21,    0,    8,       22,   13,   31,   31,   28,   31,   30,   31,   12,   10,   31,   22
 1,  BL.gg16,       5.0,       2008,   Normal,     31,   30,   27,    0,    0,    0,    0,    0,   13,   30,    0,    0,        0,    0,    4,   31,   29,   31,   30,   31,   17,    1,   31,   30
 1,  BL.gg16,       5.0,       2009,   Normal,      0,   14,    0,    0,    0,    0,    0,    0,    3,   31,    7,    0,       31,   16,   31,   31,   28,   31,   30,   31,   27,    0,   24,   30
 1,  BL.gg16,       5.0,       2010,   Above Normal,      3,    0,    0,    0,    0,    0,    0,    0,    0,    9,   31,    8,       28,   30,   31,   31,   28,   31,   30,   31,   30,   22,    0,   22
 1,  BL.gg16,       5.0,       2011,   Wet,      6,   25,    0,    0,    0,    0,    0,    0,    0,    3,    0,    0,       25,    5,   31,   31,   28,   31,   30,   31,   30,   28,   31,   30
 1,  BL.gg16,       5.0,       2012,   Dry,      0,    0,    0,    0,    0,    0,    0,    0,    1,   31,    8,    0,       31,   30,   31,   31,   29,   31,   30,   31,   29,    0,   23,   30
 1,  BL.gg16,       5.0,       2013,   Dry,      1,   22,    2,    0,    0,    0,    0,    8,   23,    0,    0,    0,       30,    8,   29,   31,   28,   31,   30,   23,    7,   31,   31,   30
 1,  BL.gg16,       5.0,       2014,   Critically Dry,      2,   10,   31,   14,   24,    2,    0,    0,   20,    0,    0,    0,       29,   20,    0,   17,    4,   29,   30,   31,   10,   31,   31,   30
 1,  BL.gg16,       5.0,       2015,   Dry,      0,    3,    0,    0,    0,    0,    0,    0,    4,    0,    0,    0,       31,   27,   31,   31,   28,   31,   30,   31,   26,   31,   31,   30
 1,  BL.gg16,       5.0,       2016,   ,      0,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,        1,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
16,  CA.gg15,       5.0,       1992,   Normal,     25,   11,    3,   31,   28,   31,    5,    0,    0,    0,    0,    0,        5,   19,   28,    0,    1,    0,   25,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       1993,   Wet,      0,    0,   23,   31,   28,   31,   26,    0,    0,    0,    0,    0,       31,   30,    8,    0,    0,    0,    4,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       1994,   Dry,      0,    8,   31,    6,   28,   12,    4,   24,    0,    0,    0,    0,       31,   22,    0,   25,    0,   19,   26,    7,   30,   31,   31,   30
16,  CA.gg15,       5.0,       1995,   Extremely Wet,      0,   16,   27,   31,   25,   24,   30,   31,   10,    0,    0,    0,       31,   14,    4,    0,    3,    7,    0,    0,   20,   31,   31,   30
16,  CA.gg15,       5.0,       1996,   Wet,      0,    0,   18,   26,   29,   31,   14,   15,    0,    0,    0,    0,       31,   30,   13,    5,    0,    0,   16,   16,   30,   31,   31,   30
16,  CA.gg15,       5.0,       1997,   Above Normal,      0,   13,   31,   31,   20,    0,    0,    0,    0,    0,    0,    0,       31,   17,    0,    0,    8,   31,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       1998,   Extremely Wet,      0,   16,   31,   28,   28,   31,   30,   31,   24,    0,    0,    0,       31,   14,    0,    3,    0,    0,    0,    0,    6,   31,   31,   30
16,  CA.gg15,       5.0,       1999,   Normal,      0,    2,   31,    8,   28,   31,   26,    0,    0,    0,    0,    0,       31,   28,    0,   23,    0,    0,    4,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2000,   Above Normal,      0,    1,    0,   13,   29,   25,   12,    0,    0,    0,    0,    0,       31,   29,   31,   18,    0,    6,   18,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2001,   Normal,      4,   12,    0,   20,   28,   22,   19,    3,    0,    0,    0,    0,       27,   18,   31,   11,    0,    9,   11,   28,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2002,   Below Normal,      0,   14,   31,   18,    6,    5,    0,    0,    0,    0,    0,    0,       31,   16,    0,   13,   22,   26,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2003,   Normal,      0,   20,   16,   29,    7,   20,   24,   16,    0,    0,    0,    0,       31,   10,   15,    2,   21,   11,    6,   15,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2004,   Below Normal,      0,    1,   20,   26,   25,   17,    0,    0,    0,    0,    0,    0,       31,   29,   11,    5,    4,   14,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2005,   Wet,     11,   18,   16,   31,   28,   31,   25,    9,    0,    0,    0,    0,       20,   12,   15,    0,    0,    0,    5,   22,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2006,   Wet,      0,    0,   27,   31,    2,   31,   30,   10,    0,    0,    0,    0,       31,   30,    4,    0,   26,    0,    0,   21,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2007,   Dry,      0,    0,   21,   12,   15,   18,    6,    0,    0,    0,    0,    0,       31,   30,   10,   19,   13,   13,   24,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2008,   Normal,      0,    0,   10,   27,   29,   13,    0,    0,    0,    0,    0,    0,       31,   30,   21,    4,    0,   18,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2009,   Normal,      0,    7,   13,   14,   28,   31,    0,    0,    0,    0,    0,    0,       31,   23,   18,   17,    0,    0,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2010,   Above Normal,     17,    1,   18,   14,   28,   26,   24,    7,    0,    0,    0,    0,       14,   29,   13,   17,    0,    5,    6,   24,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2011,   Wet,      0,    8,   23,   21,   10,   29,   18,    0,    7,    0,    0,    0,       31,   22,    8,   10,   18,    2,   12,   31,   23,   31,   31,   30
16,  CA.gg15,       5.0,       2012,   Dry,      7,    5,    0,   10,    9,   14,   26,    0,    0,    0,    0,    0,       24,   25,   31,   21,   20,   17,    4,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2013,   Dry,      0,    0,   29,   19,    0,    0,    0,    0,    0,    0,    0,    0,       31,   30,    2,   12,   28,   31,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2014,   Critically Dry,      0,    0,    0,    0,    1,   19,   13,    0,    0,    0,    0,    0,       31,   30,   31,   31,   27,   12,   17,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2015,   Dry,      0,    6,   28,    5,   14,    5,    0,    0,    0,    0,    0,    0,       31,   24,    3,   26,   14,   26,   30,   31,   30,   31,   31,   30
16,  CA.gg15,       5.0,       2016,   ,      0,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,        1,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
14,  CL.gg13,       5.0,       1992,   Normal,     30,   30,   14,   31,   29,   31,   30,   19,    0,    0,    0,    0,        0,    0,   17,    0,    0,    0,    0,   12,   30,   31,   31,   30
14,  CL.gg13,       5.0,       1993,   Wet,      0,    0,   17,   31,   28,   31,   30,   31,   14,    0,    0,    0,       31,   30,   14,    0,    0,    0,    0,    0,   16,   31,   31,   30
14,  CL.gg13,       5.0,       1994,   Dry,      0,    5,   12,    6,   24,   31,   23,   27,    0,    0,    0,    0,       31,   25,   19,   25,    4,    0,    7,    4,   30,   31,   31,   30
14,  CL.gg13,       5.0,       1995,   Extremely Wet,      1,    5,    5,   27,   28,   31,   30,   31,   30,    5,    0,    0,       30,   25,   26,    4,    0,    0,    0,    0,    0,   26,   31,   30
14,  CL.gg13,       5.0,       1996,   Wet,      0,    0,   15,   17,   29,   31,   30,   31,    8,    0,    0,    0,       31,   30,   16,   14,    0,    0,    0,    0,   22,   31,   31,   30
14,  CL.gg13,       5.0,       1997,   Above Normal,      0,   12,   21,   31,   28,   31,   26,    0,    0,    0,    0,    0,       31,   18,   10,    0,    0,    0,    4,   31,   30,   31,   31,   30
14,  CL.gg13,       5.0,       1998,   Extremely Wet,      0,   12,   31,   31,   28,   31,   30,   31,   30,    9,    0,    0,       31,   18,    0,    0,    0,    0,    0,    0,    0,   22,   31,   30
14,  CL.gg13,       5.0,       1999,   Normal,      0,    2,   13,    9,   28,   31,   30,   27,    0,    0,    0,    0,       31,   28,   18,   22,    0,    0,    0,    4,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2000,   Above Normal,      0,    3,    0,   13,   29,   31,   30,   31,    2,    0,    0,    0,       31,   27,   31,   18,    0,    0,    0,    0,   28,   31,   31,   30
14,  CL.gg13,       5.0,       2001,   Normal,      7,    3,    0,   21,   28,   31,   30,   29,    0,    0,    0,    0,       24,   27,   31,   10,    0,    0,    0,    2,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2002,   Below Normal,      0,   11,   31,   31,   28,   31,   14,    5,    0,    0,    0,    0,       31,   19,    0,    0,    0,    0,   16,   26,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2003,   Normal,      0,   10,   16,   31,   28,   31,   30,   31,   10,    0,    0,    0,       31,   20,   15,    0,    0,    0,    0,    0,   20,   31,   31,   30
14,  CL.gg13,       5.0,       2004,   Below Normal,      0,    1,   19,   31,   29,   31,   30,    9,    0,    0,    0,    0,       31,   29,   12,    0,    0,    0,    0,   22,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2005,   Wet,     12,    1,    9,   31,   28,   31,   30,   31,   20,    0,    0,    0,       19,   29,   22,    0,    0,    0,    0,    0,   10,   31,   31,   30
14,  CL.gg13,       5.0,       2006,   Wet,      0,    0,   19,   31,   28,   31,   30,   31,   25,    0,    0,    0,       31,   30,   12,    0,    0,    0,    0,    0,    5,   31,   31,   30
14,  CL.gg13,       5.0,       2007,   Dry,      0,    1,   10,    1,   12,   25,   18,    0,    0,    0,    0,    0,       31,   29,   21,   30,   16,    6,   12,   31,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2008,   Normal,      0,    0,    3,   27,   29,   31,   30,   14,    0,    0,    0,    0,       31,   30,   28,    4,    0,    0,    0,   17,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2009,   Normal,      0,    3,   10,    7,   21,   31,   30,   19,    0,    0,    0,    0,       31,   27,   21,   24,    7,    0,    0,   12,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2010,   Above Normal,      8,    0,    9,   15,   28,   31,   30,   31,   19,    0,    0,    0,       23,   30,   22,   16,    0,    0,    0,    0,   11,   31,   31,   30
14,  CL.gg13,       5.0,       2011,   Wet,      0,    5,   13,   31,   28,   31,   30,   31,   24,    0,    0,    0,       31,   25,   18,    0,    0,    0,    0,    0,    6,   31,   31,   30
14,  CL.gg13,       5.0,       2012,   Dry,      5,    1,    0,    9,    1,   14,   30,   16,    0,    0,    0,    0,       26,   29,   31,   22,   28,   17,    0,   15,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2013,   Dry,      0,    0,   31,   31,   28,   31,   12,    0,    0,    0,    0,    0,       31,   30,    0,    0,    0,    0,   18,   31,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2014,   Critically Dry,      0,    0,    0,    0,    1,   11,    9,    0,    0,    0,    0,    0,       31,   30,   31,   31,   27,   20,   21,   31,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2015,   Dry,      0,    4,   27,   20,   20,   29,    9,    0,    0,    0,    0,    0,       31,   26,    4,   11,    8,    2,   21,   31,   30,   31,   31,   30
14,  CL.gg13,       5.0,       2016,   ,      0,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,        1,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
56,  CR_blw_PI.gg62,       5.0,       1992,   Normal,     30,   30,   31,   31,   29,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       1993,   Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       1994,   Dry,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   30,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    1,    0
56,  CR_blw_PI.gg62,       5.0,       1995,   Extremely Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       1996,   Wet,     31,   30,   31,   31,   29,   31,   30,   31,   30,   23,    3,    7,        0,    0,    0,    0,    0,    0,    0,    0,    0,    8,   28,   23
56,  CR_blw_PI.gg62,       5.0,       1997,   Above Normal,      3,   30,   31,   31,   28,   31,   30,   28,    9,    0,    0,    0,       28,    0,    0,    0,    0,    0,    0,    3,   21,   31,   31,   30
56,  CR_blw_PI.gg62,       5.0,       1998,   Extremely Wet,     20,   21,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,       11,    9,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       1999,   Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   23,    0,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    8,   30
56,  CR_blw_PI.gg62,       5.0,       2000,   Above Normal,     11,   30,   31,   31,   29,   31,   30,   31,   30,   31,   31,   30,       20,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2001,   Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2002,   Below Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2003,   Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2004,   Below Normal,     31,   30,   31,   31,   29,   31,   30,   31,   30,   31,   30,   11,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    1,   19
56,  CR_blw_PI.gg62,       5.0,       2005,   Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2006,   Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   30,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    1,    0,    0
56,  CR_blw_PI.gg62,       5.0,       2007,   Dry,     31,   29,   31,   31,   28,   31,   30,   31,   30,   26,    8,   14,        0,    1,    0,    0,    0,    0,    0,    0,    0,    5,   23,   16
56,  CR_blw_PI.gg62,       5.0,       2008,   Normal,     31,   30,   31,   31,   29,   31,   30,   31,   30,   31,   19,    5,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   12,   25
56,  CR_blw_PI.gg62,       5.0,       2009,   Normal,     18,   30,   31,   31,   28,   31,   30,   31,   30,   31,   13,    6,       13,    0,    0,    0,    0,    0,    0,    0,    0,    0,   18,   24
56,  CR_blw_PI.gg62,       5.0,       2010,   Above Normal,     19,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   17,       12,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,   13
56,  CR_blw_PI.gg62,       5.0,       2011,   Wet,     20,   30,   31,   31,   28,   31,   30,   31,   30,   31,   17,    0,       11,    0,    0,    0,    0,    0,    0,    0,    0,    0,   14,   30
56,  CR_blw_PI.gg62,       5.0,       2012,   Dry,     26,   30,   31,   31,   29,   31,   30,   31,   30,   31,   17,   14,        5,    0,    0,    0,    0,    0,    0,    0,    0,    0,   14,   16
56,  CR_blw_PI.gg62,       5.0,       2013,   Dry,     15,   28,   31,   31,   28,   31,   30,   31,   28,    4,    9,    6,       16,    2,    0,    0,    0,    0,    0,    0,    2,   27,   22,   24
56,  CR_blw_PI.gg62,       5.0,       2014,   Critically Dry,      8,   26,   31,   25,   25,   31,   30,   24,   21,    5,    4,    3,       23,    4,    0,    6,    3,    0,    0,    7,    9,   26,   27,   27
56,  CR_blw_PI.gg62,       5.0,       2015,   Dry,      4,   29,   31,   31,   28,   31,   30,   31,   19,    6,    6,    5,       27,    1,    0,    0,    0,    0,    0,    0,   11,   25,   25,   25
56,  CR_blw_PI.gg62,       5.0,       2016,   ,      0,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,        1,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN,  NaN
62,  Carmel_blw_Cachagua.gg20,       5.0,       1992,   Normal,     30,   30,   31,   31,   29,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1993,   Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1994,   Dry,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1995,   Extremely Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1996,   Wet,     31,   30,   31,   31,   29,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1997,   Above Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       1998,   Extremely Wet,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   29,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    1
62,  Carmel_blw_Cachagua.gg20,       5.0,       1999,   Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       2000,   Above Normal,     31,   30,   31,   31,   29,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       2001,   Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
62,  Carmel_blw_Cachagua.gg20,       5.0,       2002,   Below Normal,     31,   30,   31,   31,   28,   31,   30,   31,   30,   31,   31,   30,        0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0,    0
